settingName	fileName	NMIMAX	LFKNMI	NMISUM
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.75	0.64407	0.60326	0.674143
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.5	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.35	0.651641	0.616363	0.687877
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.5	0.636959	0.608744	0.675644
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.95	0.615425	0.596565	0.657361
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.15	0.634009	0.607181	0.673175
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.6	0.636891	0.608701	0.675593
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.9	0.65199	0.616103	0.68796
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.0	0.641193	0.611036	0.679209
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.05	0.651152	0.615238	0.68675
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.7	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.95	0.637379	0.60918	0.676015
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.7	0.0827733	0.0828789	0.110776
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.4	0.629493	0.604467	0.669211
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.9	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.1	0.651152	0.615238	0.68675
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.8	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.0	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.6	0.622276	0.567702	0.637528
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.4	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.85	0.637235	0.609075	0.675865
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.75	0.625249	0.602361	0.665622
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.05	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.1	0.637082	0.608794	0.675752
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.35	0.649296	0.60955	0.682085
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.35	0.629493	0.604467	0.669211
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.2	0.651641	0.616363	0.687877
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.45	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.4	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.0	0.634321	0.60741	0.673456
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.0	0.642818	0.599476	0.671876
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.95	0.621986	0.600466	0.662929
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.9	0.651347	0.614778	0.686666
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.8	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.4	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.1	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.25	0.629493	0.604467	0.669211
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.9	0.644839	0.604343	0.675517
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.35	0.641038	0.610932	0.679097
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.2	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.1	0.641038	0.610932	0.679097
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.0	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.5	0.649557	0.61107	0.682974
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.15	0.648576	0.615842	0.685855
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.45	0.641091	0.611016	0.679148
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.45	0.0051338	0.0119378	0.0080143
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.8	0.651968	0.617345	0.688589
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.7	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.1	0.649602	0.610321	0.682979
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.15	0.00658962	0.020665	0.0110359
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.3	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.2	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.25	0.651641	0.616363	0.687877
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.45	0.649816	0.611606	0.683403
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.5	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.6	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.45	0.651152	0.615238	0.68675
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.1	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.25	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.8	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.6	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.65	0.651205	0.615361	0.686905
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.05	0.00654115	0.0207209	0.010925
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.75	0.651903	0.616973	0.688282
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.8	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.05	0.629669	0.60455	0.669376
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.6	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.4	0.649575	0.610767	0.682638
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.35	0.624072	0.57975	0.647313
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.5	0.633893	0.607133	0.673073
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.8	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.6	0.650473	0.612744	0.685062
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.7	0.591992	0.540437	0.597884
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.4	0.651659	0.616444	0.687927
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.0	0.642641	0.611715	0.680368
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.1	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.3	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.9	0.642927	0.612056	0.680617
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.4	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.5	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.05	0.634009	0.607181	0.673175
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.3	0.651044	0.61488	0.686361
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.7	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.9	0.615425	0.596565	0.657361
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.75	0.629493	0.604467	0.669211
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.0	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.75	0.651123	0.614433	0.686172
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.85	0.618509	0.598607	0.660029
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.75	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.3	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.6	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.3	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.65	0.633893	0.607133	0.673073
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.2	0.648576	0.615842	0.685855
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.35	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.2	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.2	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_1.0	0.61144	0.592623	0.654398
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.75	0.641179	0.611024	0.679197
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.25	0.637123	0.591138	0.663625
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.5	0.633037	0.592564	0.660645
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.6	0.633893	0.607133	0.673073
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.55	0.651671	0.616484	0.687967
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.05	0.651641	0.616363	0.687877
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.1	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.35	0.00602467	0.0175116	0.00991082
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.05	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.25	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.7	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.45	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.15	0.641038	0.610932	0.679097
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.85	0.405869	0.374213	0.446493
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.75	0.650532	0.616791	0.68752
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.35	0.634009	0.607181	0.673175
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.2	0.649602	0.610321	0.682979
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.6	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.15	0.637082	0.608794	0.675752
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.8	0.651914	0.617014	0.688323
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.25	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.95	0.641377	0.611357	0.679398
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.8	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.55	0.637096	0.60884	0.675767
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.8	0.644119	0.603334	0.674288
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.85	0.615425	0.596565	0.657361
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.95	0.618509	0.598607	0.660029
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.5	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.4	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.55	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.5	0.642641	0.611715	0.680368
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.75	0.637218	0.608891	0.675875
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.25	0.648576	0.615842	0.685855
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.25	0.642765	0.611767	0.680478
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.95	0.650548	0.616817	0.687561
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.1	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.75	0.651974	0.617319	0.688586
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.0	0.625249	0.602361	0.665622
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.9	0.621986	0.600466	0.662929
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.1	0.651641	0.616363	0.687877
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.85	0.650548	0.616817	0.687561
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.9	0.651954	0.617076	0.688412
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.6	0.295574	0.334999	0.349398
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.9	0.637379	0.60918	0.676015
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.85	0.641341	0.611314	0.679336
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.4	0.00549648	0.0138807	0.00878735
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.5	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.9	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.3	0.634009	0.607181	0.673175
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.75	0.648426	0.61577	0.685719
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.6	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.9	0.652001	0.617385	0.688667
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.7	0.651821	0.616766	0.688114
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.75	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.2	0.629493	0.604467	0.669211
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.65	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.2	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.25	0.634009	0.607181	0.673175
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.25	0.641038	0.610932	0.679097
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.15	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.95	0.644651	0.604179	0.675384
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.8	0.641179	0.611024	0.679197
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.55	0.625249	0.602361	0.665622
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.55	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.85	0.621986	0.600466	0.662929
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.75	0.651922	0.615987	0.687794
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.55	0.61834	0.598309	0.65986
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.4	0.357086	0.390141	0.408153
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_1.0	0.620332	0.597051	0.661852
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.45	0.642641	0.611715	0.680368
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.05	0.641038	0.610932	0.679097
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.55	0.646753	0.605516	0.677461
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.65	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.0	0.636959	0.608744	0.675644
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.9	0.650548	0.616817	0.687561
special2	network_spliter_100_algo_louvain_final_bf_0.6_pruning_0.2	0.637082	0.608794	0.675752
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.9	0.648571	0.615828	0.685828
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.85	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.3	0.649305	0.609567	0.682145
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.55	0.00524906	0.00986516	0.00775091
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.9	0.649292	0.611769	0.683239
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.75	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.95	0.625423	0.602674	0.6658
special2	network_spliter_100_algo_louvain_final_bf_0.05_pruning_0.25	0.00659695	0.0208983	0.0110512
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.65	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.9	0.579679	0.517918	0.580297
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.15	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.35	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.5	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.3	0.644495	0.612629	0.681831
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.95	0.651199	0.614763	0.686583
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.0	0.650427	0.616554	0.687304
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.55	0.648426	0.61577	0.685719
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.9	0.625411	0.602651	0.665763
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.25	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.55_pruning_0.6	0.641091	0.611016	0.679148
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.7	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.85	0.648426	0.61577	0.685719
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.4	0.623118	0.578856	0.646189
special2	network_spliter_100_algo_louvain_final_bf_0.5_pruning_0.65	0.642641	0.611715	0.680368
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.35	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_1.0	0.609801	0.591736	0.653058
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.2	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_1.0	0.6203	0.594938	0.660635
special2	network_spliter_100_algo_louvain_final_bf_0.65_pruning_0.85	0.634171	0.60747	0.673315
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.65	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.25	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.05	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.15	0.649602	0.610321	0.682979
special2	network_spliter_100_algo_louvain_final_bf_0.45_pruning_0.65	0.647249	0.615353	0.684743
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.45	0.643269	0.600517	0.672724
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.45	0	0	0
special2	network_spliter_100_algo_louvain_final_bf_0.0_pruning_0.8	0.392088	0.366196	0.435871
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.0	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.9_pruning_0.05	0.615263	0.596276	0.657219
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.7	0.651924	0.61715	0.688474
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.25	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_0.1_pruning_0.0	0.298056	0.364718	0.359586
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.3	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.05	0.648576	0.615842	0.685855
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_0.5	0.651152	0.615238	0.68675
special2	network_spliter_100_algo_louvain_final_bf_0.15_pruning_0.1	0.645501	0.601464	0.673851
special2	network_spliter_100_algo_louvain_final_bf_0.35_pruning_0.05	0.650409	0.61647	0.687253
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_0.35	0.606421	0.589848	0.650272
special2	network_spliter_100_algo_louvain_final_bf_0.3_pruning_0.3	0.651641	0.616363	0.687877
special2	network_spliter_100_algo_louvain_final_bf_0.4_pruning_0.95	0.648426	0.61577	0.685719
special2	network_spliter_100_algo_louvain_final_bf_0.7_pruning_0.6	0.629669	0.60455	0.669376
special2	network_spliter_100_algo_louvain_final_bf_0.25_pruning_1.0	0.621683	0.59744	0.66285
special2	network_spliter_100_algo_louvain_final_bf_0.95_pruning_0.25	0.612546	0.594892	0.655029
special2	network_spliter_100_algo_louvain_final_bf_0.85_pruning_0.5	0.618348	0.598317	0.659888
special2	network_spliter_100_algo_louvain_final_bf_0.8_pruning_0.35	0.621825	0.600176	0.662787
special2	network_spliter_100_algo_louvain_final_bf_0.75_pruning_0.2	0.625113	0.602264	0.665498
special2	network_spliter_100_algo_louvain_final_bf_0.2_pruning_0.85	0.651985	0.616129	0.687963
special2	network_spliter_100_algo_louvain_final_bf_1.0_pruning_1.0	0.606421	0.589848	0.650272
